host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
N/A,N/A,49.23416,-123.08919,2,2,1,4,$90.00,87,15
N/A,N/A,49.23386,-123.08794,2,3,1,5,$60.00,88,8
100%,N/A,49.24988,-123.0721,3,4,3,5,$285.00,100,5
N/A,N/A,49.22386,-123.11859,1,2,2,3,$100.00,95,55
100%,99%,49.26873,-123.10876,1,2,31,4,$240.00,98,120
N/A,N/A,49.24767,-123.11491,1,1,30,1,$50.00,89,11
90%,100%,49.29039,-123.12458,1,0,30,2,$140.00,94,25
N/A,N/A,49.23802,-123.12828,1,2,1,4,$95.00,87,75
100%,81%,49.25457,-123.11622,2,2,5,4,$90.00,98,9
100%,100%,49.26844,-123.109,1,2,7,4,$125.00,98,33
100%,100%,49.27079,-123.10741,1,0,7,2,$55.00,91,69
N/A,N/A,49.23793,-123.04932,1,1,1,2,$19.00,88,45
100%,N/A,49.26417,-123.16089,2,2,8,5,$180.00,100,5
50%,100%,49.24591,-123.11862,3,3,2,6,$275.00,86,20
N/A,N/A,49.25269,-123.12462,2,1,30,2,$78.00,90,4
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,92,14
100%,84%,49.28123,-123.11659,1,1,30,2,$151.00,NA,0
100%,100%,49.25368,-123.18443,1,1,2,2,$65.00,97,42
N/A,N/A,49.22203,-123.11669,2,2,2,4,$120.00,93,35
NA,NA,49.26163,-123.12808,2,2,30,4,$105.00,93,3
NA,NA,49.26158,-123.12615,NA,1,30,2,$85.00,80,2
N/A,N/A,49.22481,-123.11777,2,2,2,4,$120.00,93,47
N/A,N/A,49.28683,-123.12736,1,1,30,2,$150.00,80,3
100%,84%,49.2816,-123.11712,1,1,30,2,$151.00,60,1
100%,100%,49.264,-123.19444,1,1,2,2,$145.00,98,84
57%,40%,49.2733,-123.15572,1,1,30,2,$66.00,100,5
N/A,100%,49.25446,-123.11217,2,4,4,4,$105.00,99,30
100%,50%,49.24891,-123.09959,3,4,2,5,$314.00,93,33
N/A,N/A,49.28032,-123.05944,3,4,5,5,$350.00,100,5
N/A,N/A,49.26339,-123.07575,2,2,1,3,$50.00,95,83
100%,69%,49.2778,-123.12404,NA,1,30,2,$67.00,100,13
100%,100%,49.21895,-123.06996,2,3,3,5,$114.00,98,66
N/A,100%,49.2343,-123.10811,5,5,6,10,$695.00,100,47
100%,100%,49.28782,-123.12347,1,1,90,3,$200.00,NA,0
100%,0%,49.26837,-123.15531,1,2,30,4,$200.00,100,23
100%,100%,49.27486,-123.1328,2,2,3,4,$180.00,99,122
100%,84%,49.280029999999996,-123.11656,2,2,32,4,$157.00,NA,0
97%,85%,49.28327,-123.11642,1,1,30,4,$95.00,96,6
100%,100%,49.25533,-123.18469,1,1,2,3,$82.00,95,40
100%,98%,49.27889,-123.10794,3,3,2,5,$185.00,98,164
91%,98%,49.25544,-123.11016,3,3,1,6,$182.00,99,143
100%,91%,49.24531,-123.09538,1,1,2,2,$85.00,99,138
0%,0%,49.26301,-123.20226,4,5,3,7,$300.00,NA,0
N/A,N/A,49.27955,-123.12056,1,1,31,2,$300.00,NA,0
N/A,N/A,49.27993,-123.13258,1,1,2,3,$103.00,87,23
100%,71%,49.26242,-123.17828,1,1,5,2,$90.00,100,20
100%,91%,49.23098,-123.03564,2,2,2,6,$89.00,94,71
N/A,N/A,49.28833,-123.12272,2,2,1,4,$275.00,98,61
100%,100%,49.28614,-123.12327,1,1,1,2,$220.00,97,163
100%,83%,49.27502,-123.12303,1,1,31,2,$95.00,95,16
N/A,60%,49.22935,-123.06526,1,1,6,2,$57.00,95,122
100%,86%,49.27914,-123.12078,1,1,3,3,$124.00,97,46
N/A,N/A,49.26881,-123.21097,3,4,2,6,$392.00,98,34
100%,89%,49.28062,-123.12768,2,2,1,4,$257.00,99,15
N/A,N/A,49.27193,-123.10172,2,2,180,4,$115.00,NA,0
N/A,91%,49.24881,-123.04398,2,3,2,6,$99.00,88,54
N/A,N/A,49.23357,-123.17007,NA,1,2,2,$75.00,91,20
95%,99%,49.27097,-123.18327,1,1,3,2,$60.00,97,116
N/A,N/A,49.21422,-123.11421,1,1,3,2,$99.00,98,8
N/A,N/A,49.26299,-123.20275,3,4,2,6,$287.00,95,8
100%,67%,49.26055,-123.1821,3,3,7,7,$213.00,96,16
NA,NA,49.28182,-123.10361,1,3,2,6,$160.00,99,98
100%,98%,49.28629,-123.125,1,2,2,2,$178.00,98,225
N/A,N/A,49.25614,-123.07643,1,1,1,1,$50.00,100,2
100%,100%,49.21279,-123.11202,1,3,1,3,$70.00,93,93
67%,100%,49.24148,-123.04938,2,2,2,4,$130.00,100,1
N/A,N/A,49.21368,-123.07826,1,1,14,2,$46.00,96,33
100%,91%,49.2125,-123.12961,1,1,3,2,$71.00,89,19
100%,78%,49.2639,-123.07697,2,2,1,6,$62.00,90,46
N/A,N/A,49.25214,-123.08713,2,2,3,4,$259.00,100,2
100%,100%,49.24618,-123.10192,2,2,2,4,$179.00,99,117
93%,36%,49.29074,-123.12746,1,1,30,2,$74.00,100,2
N/A,N/A,49.21616,-123.12395,2,2,2,4,$240.00,100,5
N/A,N/A,49.26181,-123.13425,1,1,3,3,$120.00,100,3
100%,100%,49.25657,-123.07819,4,5,14,8,$300.00,99,29
N/A,N/A,49.27893,-123.0827,2,2,2,4,$225.00,96,58
100%,96%,49.2791,-123.11925,2,2,2,4,$125.00,94,132
100%,50%,49.25461,-123.16567,NA,0,30,1,$50.00,100,2
100%,100%,49.27867,-123.10852,3,4,2,6,$288.00,90,70
N/A,N/A,49.2575,-123.0569,1,1,4,3,$78.00,100,4
N/A,N/A,49.26739,-123.14272,2,2,3,4,$200.00,100,38
0%,N/A,49.25661,-123.16531,1,1,1,2,$108.00,97,7
N/A,N/A,49.22929,-123.1643,1,2,1,4,$200.00,100,1
NA,NA,49.26662,-123.17683,1,1,30,2,$100.00,90,3
100%,90%,49.26851,-123.15162,1,1,3,3,$185.00,99,101
N/A,N/A,49.27671,-123.1169,1,1,30,2,$140.00,NA,1
100%,92%,49.27035,-123.21757,2,2,2,6,$218.00,98,62
N/A,N/A,49.24476,-123.09356,2,2,3,3,$180.00,93,8
N/A,N/A,49.27351,-123.1271,1,1,31,2,$99.00,98,8
N/A,N/A,49.26871,-123.05945,3,2,3,4,$199.00,93,3
100%,100%,49.27343,-123.03806,1,2,2,4,$65.00,95,76
100%,N/A,49.24996,-123.13693,1,2,3,4,$201.00,99,32
100%,N/A,49.27997,-123.12491,2,2,3,4,$250.00,NA,0
N/A,77%,49.25356,-123.14052,2,4,3,6,$165.00,96,77
100%,89%,49.27264,-123.06388,1,2,2,3,$132.00,99,112
N/A,N/A,49.27277,-123.06192,NA,1,4,2,$85.00,83,6
100%,50%,49.28261,-123.1029,NA,1,150,2,$266.00,98,8
N/A,N/A,49.25236,-123.18453,1,1,2,2,$85.00,93,19
92%,100%,49.25468,-123.05223,3,3,1,6,$125.00,97,157
N/A,N/A,49.28041,-123.1249,1,1,2,2,$129.00,93,8
N/A,N/A,49.28755,-123.04866,2,2,5,4,$169.00,95,5
N/A,N/A,49.25204,-123.06112,3,5,4,6,$425.00,100,4
N/A,N/A,49.2804,-123.12469,1,1,3,2,$200.00,97,26
100%,20%,49.28216,-123.12321,2,2,30,6,$150.00,100,3
NA,NA,49.26196,-123.12665,2,2,30,4,$105.00,92,5
N/A,N/A,49.28927,-123.13857,1,1,2,2,$110.00,100,4
100%,67%,49.27887,-123.10727,2,3,3,5,$212.00,97,53
N/A,N/A,49.28201,-123.05644,1,1,4,2,$65.00,100,2
100%,100%,49.28078,-123.12474,1,1,30,2,$100.00,100,9
80%,75%,49.29005,-123.0551,1,1,3,2,$55.00,97,69
100%,100%,49.25628,-123.17667,5,8,2,12,$874.00,97,86
100%,85%,49.28106,-123.12318,2,2,30,3,$140.00,100,5
N/A,N/A,49.23995,-123.0494,1,2,1,2,$23.00,90,49
100%,100%,49.23277,-123.19773,1,3,2,4,$199.00,100,50
N/A,N/A,49.20926,-123.14038,2,2,30,4,$89.00,80,2
67%,67%,49.21477,-123.13386,3,3,1,5,$250.00,93,47
NA,NA,49.26196,-123.12688,1,1,30,2,$80.00,83,7
N/A,N/A,49.25586,-123.07623,3,3,3,5,$195.00,100,2
97%,100%,49.23362,-123.07861,NA,1,1,2,$63.00,92,140
100%,97%,49.25898,-123.06895,1,1,2,2,$84.00,99,185
20%,40%,49.22971,-123.112,1,1,30,1,$49.00,100,74
N/A,N/A,49.25961,-123.18454,2,4,3,6,$140.00,98,50
N/A,N/A,49.28627,-123.12757,2,4,1,7,$295.00,98,23
100%,65%,49.28408,-123.12304,1,1,30,2,$110.00,100,13
0%,N/A,49.27572,-123.04026,6,11,6,7,$200.00,80,1
N/A,N/A,49.27416,-123.06224,2,2,2,4,$88.00,98,95
100%,N/A,49.24383,-123.09361,1,1,30,2,$70.00,100,2
100%,100%,49.26811,-123.16668,1,2,3,4,$115.00,98,90
100%,91%,49.20659,-123.11822,1,1,2,2,$90.00,93,99
NA,NA,49.25998,-123.12644,1,2,30,3,$90.00,95,8
100%,100%,49.22402,-123.16,1,1,30,2,$107.00,93,64
0%,N/A,49.27721,-123.1186,1,1,30,2,$95.00,100,1
100%,95%,49.27891,-123.123,1,2,3,3,$138.00,97,139
N/A,N/A,49.23403,-123.1913,4,4,2,8,$350.00,98,9
NA,NA,49.22632,-123.11572,1,1,15,2,$50.00,97,207
NA,NA,49.25997,-123.1276,1,1,30,2,$86.00,94,10
NA,NA,49.26777,-123.1502,1,1,2,4,$250.00,98,20
N/A,N/A,49.2766,-123.12696,2,2,30,3,$300.00,100,1
N/A,N/A,49.2805,-123.1249,2,2,5,4,$399.00,100,1
N/A,N/A,49.27672,-123.1347,2,2,1,4,$169.00,94,73
100%,100%,49.25711,-123.15114,4,4,4,7,$425.00,99,42
100%,100%,49.28834,-123.12292,1,2,2,2,$240.00,98,103
N/A,N/A,49.28607,-123.13694,1,1,2,2,$36.00,89,60
50%,73%,49.27255,-123.15222,1,1,1,2,$400.00,98,23
N/A,N/A,49.23578,-123.06114,1,1,3,1,$65.00,NA,0
100%,97%,49.25476,-123.18385,NA,0,2,2,$30.00,91,64
N/A,N/A,49.27892,-123.11946,1,1,2,3,$279.00,93,9
NA,NA,49.21496,-123.09427,1,2,30,3,$68.00,96,5
100%,N/A,49.25431,-123.15568,2,2,28,4,$234.00,100,4
100%,100%,49.28041,-123.12469,1,1,2,3,$129.00,96,108
89%,71%,49.27542,-123.06512,NA,2,5,2,$120.00,99,16
N/A,N/A,49.25556,-123.09971,1,1,2,3,$186.00,100,1
NA,NA,49.22632,-123.11572,1,1,15,2,$40.00,96,200
N/A,50%,49.28251,-123.11578,1,2,30,4,$99.00,96,83
N/A,N/A,49.24863,-123.10164,2,3,3,4,$99.00,98,8
100%,73%,49.24769,-123.06966,NA,2,2,2,$75.00,97,53
100%,83%,49.21715,-123.13789,1,1,3,1,$50.00,83,6
100%,96%,49.2506,-123.07084,1,1,2,3,$81.00,98,141
N/A,N/A,49.2655,-123.14134,3,3,4,6,$700.00,100,3
N/A,N/A,49.27114,-123.07216,3,3,5,6,$275.00,100,11
100%,89%,49.28557,-123.12443,1,2,2,2,$109.00,91,69
N/A,N/A,49.21307,-123.13501,1,1,2,2,$65.00,97,35
NA,NA,49.22632,-123.11572,1,1,15,1,$35.00,97,159
100%,100%,49.25482,-123.18468,1,1,2,2,$65.00,97,41
N/A,N/A,49.23683,-123.08845,2,2,2,5,$175.00,100,1
N/A,77%,49.25584,-123.14139,NA,2,3,2,$85.00,94,99
98%,88%,49.2637,-123.03999,1,1,1,2,$49.00,93,65
N/A,N/A,49.2492,-123.09115,1,2,2,4,$165.00,NA,0
NA,NA,49.28594,-123.12242,1,1,2,2,$400.00,100,19
N/A,N/A,49.27588,-123.12391,2,2,2,5,$325.00,96,10
100%,N/A,49.22958,-123.19967,2,3,30,4,$100.00,93,3
50%,N/A,49.28056,-123.09968,1,1,2,2,$225.00,98,24
N/A,N/A,49.25578,-123.16912,2,2,4,4,$90.00,90,29
100%,100%,49.25542,-123.18477,1,1,2,2,$66.00,96,11
100%,99%,49.23473,-123.03126,1,1,3,2,$45.00,98,95
N/A,0%,49.26705,-123.17695,1,2,3,2,$200.00,100,11
N/A,N/A,49.28997,-123.13720000000001,1,1,5,2,$101.00,NA,0
100%,95%,49.25798,-123.15148,1,1,3,2,$95.00,98,92
100%,91%,49.22645,-123.07235,4,6,5,8,$208.00,98,117
N/A,50%,49.26724,-123.1364,1,1,3,2,$98.00,99,72
100%,89%,49.27899,-123.12533,1,1,1,2,$211.00,100,7
NA,NA,49.25999,-123.12701,1,1,30,2,$80.00,92,5
NA,NA,49.26186,-123.12752,2,2,30,4,$105.00,90,4
100%,100%,49.28211,-123.12338,1,1,30,2,$110.00,100,6
N/A,N/A,49.26909,-123.10734,1,1,60,2,$546.00,99,54
100%,100%,49.28495,-123.12346,1,1,2,3,$108.00,96,77
N/A,N/A,49.22488,-123.12033,1,4,2,3,$98.00,86,44
100%,62%,49.27992,-123.10749,1,1,1,2,$199.00,99,106
100%,84%,49.27988,-123.12885,1,1,32,2,$180.00,NA,0
100%,89%,49.27861,-123.1249,1,1,1,2,$185.00,100,8
N/A,N/A,49.26879,-123.10977,1,1,2,3,$212.00,95,14
N/A,N/A,49.23181,-123.0941,1,1,1,2,$150.00,99,21
100%,92%,49.25852,-123.15032,1,1,3,2,$95.00,98,118
70%,66%,49.2795,-123.12098,1,1,30,2,$45.00,96,114
22%,60%,49.2772,-123.11778,1,1,30,2,$84.00,100,1
80%,87%,49.21378,-123.06734,3,3,2,6,$149.00,94,67
N/A,100%,49.27732,-123.12025,1,2,30,2,$130.00,96,9
N/A,N/A,49.27262,-123.05987,2,2,3,5,$229.00,100,3
N/A,N/A,49.22496,-123.1222,2,2,1,4,$120.00,82,21
100%,33%,49.25687,-123.07864,2,2,3,4,$138.00,97,30
N/A,N/A,49.23616,-123.02804,NA,2,4,3,$90.00,98,26
N/A,100%,49.26679,-123.16912,2,3,2,4,$190.00,99,51
100%,100%,49.28178,-123.10179,2,2,2,4,$200.00,93,17
NA,NA,49.21135,-123.10927,NA,0,1,2,$58.00,95,146
N/A,N/A,49.24088,-123.06857,2,2,2,3,$175.00,97,6
N/A,N/A,49.28137,-123.09992,NA,1,2,2,$197.00,97,22
90%,100%,49.27055,-123.159,1,1,5,2,$150.00,92,13
N/A,N/A,49.2508,-123.10131,1,2,1,4,$90.00,96,25
94%,98%,49.28057,-123.13068,1,1,30,1,$37.00,92,5
N/A,N/A,49.25693,-123.06755,3,3,2,5,$229.00,97,47
100%,100%,49.27019,-123.18524,4,7,7,7,$775.00,95,4
100%,71%,49.24665,-123.06903,1,1,14,6,$171.00,98,37
100%,100%,49.26551,-123.16694,1,1,2,4,$165.00,97,51
N/A,N/A,49.27872,-123.12722,2,2,1,4,$240.00,97,6
NA,NA,49.26084,-123.058,1,1,2,4,$79.00,96,11
N/A,N/A,49.27603,-123.11557,1,1,2,2,$235.00,92,13
N/A,N/A,49.2791,-123.09996,1,2,2,4,$113.00,95,67
NA,NA,49.25997,-123.12763,1,1,30,2,$90.00,90,2
N/A,N/A,49.24948,-123.11406,3,3,5,6,$350.00,95,4
N/A,N/A,49.28533,-123.12433,2,2,1,4,$708.00,97,65
100%,57%,49.24928,-123.18942,1,1,30,4,$151.00,97,28
100%,100%,49.2272,-123.11212,1,1,30,1,$39.00,90,10
100%,100%,49.27962,-123.12008,1,1,30,2,$250.00,89,68
100%,100%,49.27989,-123.10264,1,1,2,2,$129.00,NA,0
100%,97%,49.24124,-123.0276,2,3,1,4,$95.00,98,50
N/A,N/A,49.2531,-123.06785,3,3,75,5,$130.00,NA,0
100%,100%,49.26832,-123.15837,1,1,1,3,$114.00,96,172
100%,91%,49.23109,-123.03373,3,4,2,8,$140.00,97,13
33%,N/A,49.25084,-123.05912,1,2,30,2,$90.00,100,2
93%,87%,49.28501,-123.1128,2,3,30,4,$117.00,NA,0
N/A,N/A,49.27014,-123.17988,2,2,3,6,$275.00,NA,0
NA,NA,49.28044,-123.05016,1,2,3,3,$87.00,100,6
100%,99%,49.2781,-123.08991,2,2,2,4,$103.00,96,153
100%,N/A,49.28008,-123.03772,1,2,1,2,$93.00,98,13
100%,94%,49.26042,-123.11013,1,2,30,4,$85.00,99,97
100%,98%,49.28415,-123.12243,1,1,2,2,$113.00,95,129
N/A,N/A,49.24614,-123.10186,1,2,3,3,$170.00,100,8
100%,96%,49.28721,-123.12752,2,2,2,6,$278.00,93,124
N/A,100%,49.26158,-123.15674,3,3,2,6,$395.00,92,10
N/A,N/A,49.25089,-123.10329,3,4,5,6,$595.00,100,7
100%,98%,49.23981,-123.16379,2,3,2,5,$121.00,99,24
N/A,50%,49.27909,-123.10886,1,2,2,3,$120.00,95,52
N/A,N/A,49.27032,-123.14916,1,1,1,3,$80.00,90,4
90%,92%,49.28064,-123.12523,1,3,3,4,$156.00,92,131
100%,100%,49.25412,-123.1905,1,1,3,2,$125.00,100,3
NA,NA,49.26177,-123.12837,1,1,30,2,$85.00,97,6
83%,100%,49.28191,-123.10273,1,1,2,2,$150.00,90,39
100%,100%,49.2644,-123.04395,2,2,1,5,$156.00,98,120
98%,88%,49.2637,-123.03999,1,1,1,2,$49.00,88,60
100%,50%,49.23945,-123.0885,3,5,30,6,$135.00,NA,0
N/A,N/A,49.26541,-123.07894,2,2,30,4,$175.00,NA,0
N/A,N/A,49.25897,-123.13424,1,1,30,3,$100.00,98,8
100%,100%,49.27893,-123.12517,1,2,3,4,$111.00,95,161
NA,NA,49.260980000000004,-123.11539,1,1,3,2,$129.00,99,27
100%,100%,49.26914,-123.16404,2,2,30,4,$163.00,100,18
100%,100%,49.25495,-123.19067,1,1,1,2,$125.00,75,4
100%,92%,49.27305,-123.12057,1,2,5,4,$150.00,96,61
70%,100%,49.28787,-123.12331,2,2,30,4,$135.00,84,9
100%,94%,49.26239,-123.07531,3,3,2,5,$50.00,98,131
N/A,N/A,49.26393,-123.1785,2,2,4,4,$140.00,100,9
98%,88%,49.2637,-123.03999,1,1,1,2,$44.00,91,42
100%,98%,49.27963,-123.09987,NA,2,30,4,$105.00,94,121
100%,89%,49.28076,-123.12566,1,1,1,2,$248.00,96,5
100%,97%,49.24922,-123.09749,NA,1,2,2,$72.00,98,123
100%,100%,49.23704,-123.07973,1,1,21,2,$72.00,98,32
100%,89%,49.28069,-123.1258,1,1,1,2,$248.00,100,5
100%,89%,49.28082,-123.12646,2,2,1,4,$298.00,100,5
N/A,N/A,49.28619,-123.14039,1,1,2,3,$90.00,97,26
N/A,N/A,49.2578,-123.10993,1,1,3,2,$96.00,98,28
N/A,N/A,49.27037,-123.1832,NA,1,3,1,$74.00,92,5
90%,96%,49.27912,-123.12323,1,3,1,4,$118.00,93,143
100%,100%,49.25464,-123.08874,NA,1,4,2,$65.00,96,82
100%,98%,49.28763,-123.12284,1,1,1,2,$173.00,98,74
80%,98%,49.28614,-123.12481,2,3,2,6,$258.00,98,109
N/A,100%,49.27788,-123.09358,1,2,2,3,$115.00,95,47
N/A,N/A,49.26638,-123.1603,1,1,5,2,$99.00,95,8
100%,98%,49.28611,-123.12489,1,1,1,2,$142.00,94,96
N/A,33%,49.25937,-123.07393,1,1,2,2,$85.00,98,80
N/A,N/A,49.217,-123.10268,2,2,2,3,$99.00,95,4
N/A,100%,49.26441,-123.05764,3,5,3,8,$275.00,100,7
N/A,N/A,49.24944,-123.11123,1,1,1,2,$70.00,93,15
20%,40%,49.23111,-123.11183,1,1,30,1,$45.00,100,94
100%,64%,49.28102,-123.10902,3,3,4,6,$229.00,99,76
N/A,N/A,49.27647,-123.12811,1,1,1,2,$114.00,86,103
N/A,N/A,49.28993,-123.13938,1,1,5,2,$145.00,100,14
N/A,N/A,49.21455,-123.09757,1,0,7,1,$40.00,96,18
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,NA,0
100%,67%,49.25011,-123.12779,1,2,1,2,$75.00,95,8
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,93,9
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,100,6
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,80,3
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,95,8
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,90,14
97%,85%,49.2749,-123.11328,1,1,30,3,$90.00,100,2
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,93,9
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,85,17
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,98,10
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,85,8
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,92,5
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,88,16
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,80,3
100%,67%,49.25011,-123.12779,1,1,1,2,$75.00,93,6
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,90,6
100%,67%,49.25011,-123.12779,1,2,1,2,$75.00,89,7
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,95,4
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,75,8
100%,67%,49.25011,-123.12779,1,2,1,3,$75.00,93,15
N/A,N/A,49.25675,-123.07444,1,1,3,1,$111.00,98,12
N/A,N/A,49.26458,-123.169,1,1,90,2,$85.00,100,3
N/A,N/A,49.25613,-123.07457,1,1,3,1,$95.00,100,8
N/A,N/A,49.280029999999996,-123.11121,1,1,2,4,$241.00,40,2
N/A,100%,49.24129,-123.13068,2,2,1,4,$130.00,88,82
100%,100%,49.25887,-123.08148,1,1,1,2,$103.00,99,68
N/A,N/A,49.25539,-123.07596,1,1,3,1,$110.00,100,2
N/A,33%,49.25937,-123.07393,1,1,2,2,$85.00,97,71
NA,NA,49.24196,-123.03763,2,2,2,5,$250.00,NA,0
N/A,N/A,49.27107,-123.10218,1,2,2,4,$80.00,99,52
N/A,N/A,49.27958,-123.1196,1,2,1,4,$94.00,NA,0
N/A,N/A,49.24996,-123.08181,1,2,1,4,$94.00,NA,0
N/A,N/A,49.25319,-123.06266,1,1,30,2,$100.00,NA,0
N/A,N/A,49.28912,-123.12812,1,2,1,1,$145.00,93,12
100%,88%,49.27809,-123.12243,1,1,30,4,$187.00,93,8
100%,92%,49.2815,-123.08059,1,1,1,4,$109.00,96,107
N/A,N/A,49.27877,-123.12251,NA,2,30,4,$116.00,97,30
100%,77%,49.28317,-123.08406,1,1,1,4,$119.00,96,133
N/A,N/A,49.28634,-123.1295,1,3,2,4,$90.00,100,19
100%,100%,49.21938,-123.06841,1,1,3,3,$92.00,96,37
100%,100%,49.22959,-123.178,NA,1,3,2,$150.00,99,37
N/A,N/A,49.28734,-123.11503,1,1,30,1,$245.00,100,1
80%,N/A,49.28005,-123.08252,1,1,30,2,$99.00,NA,0
97%,85%,49.27194,-123.12195,2,2,30,4,$220.00,NA,0
80%,53%,49.24087,-123.16899,1,1,120,1,$30.00,100,1
N/A,N/A,49.25023,-123.16585,NA,1,2,2,$150.00,100,1
N/A,N/A,49.27606,-123.11653,1,1,30,2,$125.00,100,8
N/A,N/A,49.28378,-123.1073,1,1,1,1,$75.00,98,17
100%,96%,49.23848,-123.04738,1,1,6,2,$25.00,89,21
100%,84%,49.28013,-123.11874,1,1,30,2,$115.00,100,1
N/A,93%,49.28737,-123.06032,NA,1,7,2,$76.00,94,80
N/A,N/A,49.27666,-123.12875,1,2,1,2,$150.00,100,2
N/A,N/A,49.27863,-123.09925,2,1,90,2,$99.00,NA,1
100%,97%,49.27479,-123.12022,1,1,30,2,$140.00,100,6
100%,100%,49.27462,-123.11727,1,1,30,3,$114.00,100,1
100%,83%,49.21243,-123.11132,1,1,20,1,$54.00,99,57
67%,75%,49.23426,-123.10274,1,1,30,2,$45.00,100,4
N/A,N/A,49.28887,-123.13784,1,1,3,1,$76.00,97,7
20%,40%,49.23143,-123.11352,1,1,30,1,$45.00,99,83
N/A,N/A,49.2786,-123.12892,1,1,2,1,$245.00,100,1
N/A,N/A,49.27861,-123.12484,2,2,30,4,$249.00,NA,0
100%,89%,49.28052,-123.12668,1,1,1,2,$248.00,100,2
100%,100%,49.25632,-123.142,2,3,3,6,$228.00,96,34
N/A,87%,49.27889,-123.10794,1,1,3,2,$125.00,97,116
NA,NA,49.26473,-123.15874,2,3,3,4,$249.00,99,31
N/A,N/A,49.23884,-123.02675,2,2,90,4,$96.00,100,1
N/A,N/A,49.28792,-123.04739,1,1,3,3,$149.00,NA,0
N/A,90%,49.25891,-123.05207,3,3,1,8,$249.00,99,89
N/A,N/A,49.2839,-123.05968,2,2,5,4,$150.00,NA,0
100%,84%,49.2778,-123.11053,1,1,30,2,$129.00,100,1
100%,100%,49.24489,-123.10441,1,3,4,4,$65.00,97,76
100%,88%,49.24059,-123.0787,2,3,1,6,$100.00,95,132
N/A,N/A,49.27533,-123.11453,2,2,30,4,$150.00,NA,0
N/A,N/A,49.23244,-123.10406,1,1,5,1,$30.00,90,4
NA,NA,49.26845,-123.06328,1,1,1,4,$83.00,94,91
100%,80%,49.27431,-123.12661,NA,1,1,2,$130.00,94,84
100%,100%,49.24235,-123.10075,1,1,1,2,$91.00,97,100
N/A,N/A,49.27674,-123.10039,1,1,1,3,$118.00,97,131
100%,89%,49.23564,-123.11403,1,1,7,1,$68.00,99,29
100%,89%,49.23596,-123.11286,1,1,5,1,$70.00,99,23
100%,67%,49.25899,-123.18176,1,1,30,2,$90.00,90,4
N/A,0%,49.28142,-123.10315,1,1,2,2,$245.00,97,25
N/A,100%,49.26663,-123.09157,1,1,2,2,$115.00,91,43
N/A,N/A,49.28898,-123.13589,3,3,2,6,$120.00,100,6
100%,100%,49.27096,-123.17555,3,3,3,6,$390.00,98,25
N/A,N/A,49.28963,-123.13362,1,1,2,2,$125.00,96,5
100%,100%,49.27881,-123.09893,1,1,7,4,$120.00,95,75
N/A,N/A,49.21478,-123.10743,1,1,2,2,$98.00,99,31
20%,40%,49.229730000000004,-123.11165,1,1,30,1,$55.00,100,64
N/A,N/A,49.25296,-123.0975,2,2,3,5,$89.00,99,40
100%,100%,49.22197,-123.08764,3,4,2,6,$149.00,95,45
100%,86%,49.2366,-123.09677,NA,1,3,2,$95.00,99,19
N/A,N/A,49.21619,-123.0864,1,1,2,2,$80.00,NA,1
N/A,100%,49.25571,-123.09759,3,3,7,6,$179.00,99,76
100%,100%,49.24377,-123.0937,1,1,2,2,$109.00,98,84
100%,92%,49.27763,-123.11549,2,2,1,4,$180.00,93,7
N/A,N/A,49.2583,-123.1182,1,1,30,2,$109.00,NA,0
N/A,N/A,49.24804,-123.15723,2,2,1,4,$189.00,95,9
100%,100%,49.27754,-123.12081,2,3,30,4,$200.00,NA,0
10%,0%,49.27066,-123.15635,2,3,60,5,$149.00,93,75
67%,25%,49.2193,-123.08204,3,4,10,8,$70.00,96,11
N/A,N/A,49.27349,-123.12701,1,1,2,2,$120.00,95,23
100%,100%,49.28314,-123.12849,1,1,28,4,$167.00,100,8
100%,100%,49.27941,-123.11946,2,3,3,4,$288.00,100,27
100%,60%,49.27951,-123.06332,1,1,7,2,$150.00,NA,0
100%,85%,49.27875,-123.11443,2,2,30,3,$120.00,96,10
100%,100%,49.25364,-123.08397,1,1,1,2,$79.00,98,71
100%,100%,49.25092,-123.03359,3,3,2,8,$250.00,98,71
100%,100%,49.27034,-123.15893,1,1,30,2,$74.00,91,9
100%,96%,49.23739,-123.04725,1,1,30,2,$40.00,98,9
0%,N/A,49.28084,-123.10951,1,1,1,3,$312.00,97,73
N/A,N/A,49.21315,-123.11638,1,1,3,1,$59.00,100,10
